TSNE1,TSNE2,Cluster
-9.453709,1.4058483,0
85.62638,-25.346376,0
80.55635,24.664314,0
22.042608,66.01474,0
24.057993,-0.6601463,0
58.65163,-41.623955,0
-47.764656,30.378763,0
58.16892,58.221676,0
94.976616,15.526647,0
-9.779258,-56.559193,0
19.531721,66.932076,0
9.31998,21.608883,0
-29.740358,-26.939434,0
31.19448,-69.06319,0
49.469116,-28.32701,0
88.80875,-26.54333,0
91.063286,34.13229,0
-26.814682,-17.456095,0
19.531721,66.932076,0
-26.197178,-78.926,0
-39.471043,-54.072906,0
20.472363,64.758064,0
-5.493946,-31.52768,0
56.176674,19.58242,0
14.86726,-21.507135,0
53.6425,-40.27179,0
20.956217,3.0540304,0
16.761026,-74.91281,0
21.130781,-27.555616,0
18.675768,63.35699,0
69.488495,53.872456,0
8.61214,-67.96369,0
16.114082,-76.81057,0
44.1484,-4.006895,0
19.531721,66.932076,0
33.979855,-70.711784,0
20.712397,-40.272923,0
17.06153,-3.9227474,0
12.933574,-32.376957,0
-18.221577,-75.26253,0
14.09936,-41.011932,0
32.763134,-70.39044,0
48.519485,-61.424084,0
67.9406,57.653805,0
60.058643,-12.218178,0
1.269963,-41.148823,0
1.1293658,-71.07305,0
35.177387,-29.77655,0
70.03893,28.660862,0
19.23857,64.262405,0
-36.742302,-47.082077,0
-30.624798,-31.736717,0
1.1892779,-41.103657,0
49.49724,-25.56164,0
40.54656,-14.78791,0
-26.132719,-78.65549,0
20.472363,64.758064,0
19.753782,65.79049,0
30.232214,-41.733055,0
-33.5399,76.17189,0
-66.726135,-21.597,0
-30.788282,-57.63513,0
-19.980473,54.726944,0
-16.93482,15.569959,0
-81.40473,12.477286,0
38.618332,50.908573,0
-60.849316,45.040375,0
-15.387779,-50.36995,0
85.411415,-25.279165,0
58.62284,-16.993385,0
11.1512375,35.668705,0
-60.126423,4.7730217,0
22.13926,33.96159,0
-90.29248,35.48169,0
-87.40314,33.08726,0
-89.34772,39.85002,0
48.454098,-62.337082,0
-41.86337,-9.3004265,0
79.53903,-7.1920795,0
-38.527645,-27.66419,0
-43.530094,10.084224,0
-84.50773,-3.1799357,0
-2.1982794,-58.059887,0
-31.343065,-28.833937,0
47.92884,-42.09746,0
-11.575227,6.6381464,0
44.6147,-5.2642474,0
74.62481,-54.185387,0
-12.409683,-33.180035,0
-33.27055,50.166218,0
-36.532616,51.63109,0
6.8313036,-4.7751064,0
20.345316,3.0669806,0
70.30262,-3.9191625,0
90.58281,-27.319204,0
-88.659966,-2.6363976,0
66.80865,38.040676,0
69.419876,54.644966,0
-15.588507,-51.69373,0
-59.17042,40.598553,0
106.51198,0.85256046,0
-15.645276,11.560156,0
-0.63663685,-85.30903,0
-61.76685,-10.023659,0
17.565601,17.255903,0
-60.436214,-19.261696,0
-53.954258,33.675793,0
37.20861,-31.994848,0
-36.81183,70.66165,0
5.5033994,-9.467335,0
-35.360165,52.770206,0
-22.940144,-8.895,0
-2.064364,0.15686914,0
-25.143076,-71.5917,0
46.52167,-40.76151,0
27.995575,7.3999147,0
39.05472,-27.677221,0
32.787224,2.6246085,0
-33.286736,75.9741,0
-3.5091112,-33.72306,0
4.240887,-40.16657,0
29.628443,-5.3791537,0
45.177467,-7.5729847,0
-35.125584,-6.875762,0
-27.388807,51.300575,0
-22.577986,38.437355,0
13.759176,47.869892,0
39.87875,51.529327,0
66.83099,38.019413,0
103.83174,-7.933712,0
-8.538463,14.866477,0
68.9037,-58.433807,0
-62.557693,44.673603,0
-2.3589828,-32.77362,0
30.717623,-67.21927,0
16.742407,-12.559771,0
19.753782,65.79049,0
-19.287058,18.153385,0
74.332214,-22.337795,0
0.78230196,-73.59256,0
-78.14925,22.681652,0
-27.758427,-80.67768,0
48.359024,-60.840042,0
20.394804,8.887583,0
-17.35697,-83.1894,0
46.541626,-5.3127656,0
19.531721,66.932076,0
-13.262328,-3.234846,0
-34.168163,-52.45507,0
26.132889,-44.093887,0
62.23015,-42.857334,0
-89.91026,-1.2289528,0
20.976837,40.836487,0
9.392063,-22.18006,0
35.925648,-23.048807,0
38.065758,-77.22605,0
-95.151924,13.855872,0
-59.17374,44.62457,0
51.29424,-54.94463,0
-39.82208,25.219767,0
44.65883,-48.74849,0
19.531721,66.932076,0
15.420366,38.04385,0
-21.072916,37.114902,0
73.49144,-51.76922,0
19.240814,-29.57015,0
-26.613026,-50.78966,0
28.072948,-24.351532,0
19.531721,66.932076,0
-92.05241,5.5900126,0
-93.60228,17.092115,0
11.761683,-27.059086,0
-28.426254,-9.283037,0
19.531721,66.932076,0
1.0627121,-81.31627,0
-41.391388,-8.078315,0
12.91952,-24.494076,0
39.87875,51.529327,0
29.2858,-4.2711735,0
70.199326,-47.9376,0
101.14908,2.4928691,0
104.09968,-7.2680435,0
103.62625,-8.490118,0
39.301,-14.377918,0
-31.556265,-32.0156,0
15.774752,38.247932,0
78.74665,-23.181862,0
77.824936,25.746414,0
-2.1824303,4.1607018,0
-27.986298,5.3318605,0
-23.001934,45.9239,0
97.88737,13.316182,0
-38.346687,21.08334,0
4.826229,-52.752316,0
-9.402425,-16.446724,0
-71.22241,-18.435259,0
46.35862,-56.334126,0
-2.2327266,-79.44447,0
-20.62499,-16.507345,0
-51.08691,33.4661,0
-22.632309,-28.751822,0
-16.45186,-25.687475,0
30.971622,-39.39509,0
-42.80673,-48.95239,0
-42.09642,-45.688995,0
19.753782,65.79049,0
-15.389995,-13.842419,0
-10.679836,3.8397255,0
-22.811913,-8.6435995,0
-33.16826,73.456726,0
-5.2712464,-76.896194,0
6.4167914,-28.065308,0
0.55698335,-22.137053,0
11.943578,-90.66728,0
-33.41031,-59.11101,0
-25.264717,-85.66127,0
19.23857,64.262405,0
62.0538,43.687637,0
22.763409,11.387158,0
19.23857,64.262405,0
-43.119133,9.159667,0
22.784353,-66.762245,0
-30.730673,18.451107,0
-29.423754,-45.041958,0
-15.014604,-58.248966,0
-36.315872,-41.700874,0
43.76638,-22.16855,0
-70.136215,-3.82418,0
-26.194555,46.1722,0
-36.153496,-35.24251,0
-63.06098,-15.860089,0
52.41862,81.15291,1
17.235338,-74.870705,0
3.3503864,28.442783,0
19.746058,63.177677,0
-3.449441,-32.39795,0
65.18429,-1.1109267,0
68.81158,-58.37705,0
-5.1243153,18.387938,0
-29.635536,-79.86627,0
-60.678337,25.480795,0
66.07919,-34.97599,0
-9.138179,39.21648,0
-3.037105,-51.42548,0
35.375618,-27.15884,0
-32.868095,16.010494,0
45.679333,-53.107666,0
-41.835617,-50.080128,0
-33.30472,75.403725,0
70.06615,28.474806,0
44.0179,-0.50614053,0
-41.21113,-45.492702,0
-14.518939,-34.23499,0
27.88265,-25.449684,0
-57.25028,3.3551762,0
105.119354,-4.9166665,0
87.92377,38.912308,0
39.26385,-23.214293,0
19.531721,66.932076,0
-32.326485,62.861717,0
94.658806,15.622965,0
21.014967,-81.190384,0
11.939761,-90.55488,0
68.52893,-31.458284,0
35.28747,-18.014086,0
-73.792946,1.0723308,0
64.490616,19.813326,0
35.596436,-16.078,0
-28.102959,21.70841,0
-0.6560403,-85.34704,0
-26.158726,-5.647909,0
-41.37769,-10.212184,0
-0.89677536,5.1431093,0
18.077099,63.24847,0
-35.43236,68.1296,0
-90.06298,27.284142,0
15.996034,-77.21446,0
-37.544846,50.378017,0
-27.720867,-17.675428,0
-41.87716,13.49857,0
2.8453171,-34.252632,0
-56.044167,33.76925,0
106.39363,3.5357108,0
-62.568897,7.1555552,0
-29.906528,-40.181606,0
-34.614094,-79.145874,0
-38.867218,-8.552461,0
-41.78306,-11.615461,0
-37.680443,2.9492855,0
35.180286,-15.744417,0
18.759174,-40.107483,0
-68.98765,-31.758892,0
89.68244,-27.180998,0
106.51375,2.6392584,0
9.725785,-37.656315,0
19.753782,65.79049,0
4.9033847,-18.926172,0
52.823654,-1.1549248,0
-30.294367,69.00896,0
-25.26544,-78.70293,0
39.87875,51.529327,0
45.87001,-54.781696,0
-4.5081577,-29.093153,0
19.753782,65.79049,0
18.937704,-10.445388,0
-2.5245261,-18.489,0
-14.779866,-54.506927,0
-39.41399,-28.14613,0
66.2612,31.368372,0
-18.61051,-56.96666,0
28.751425,-35.91406,0
8.544021,-75.07463,0
15.932246,-74.300514,0
-27.562542,-46.059517,0
-4.358643,-17.705774,0
20.891962,37.480534,0
51.578213,-52.200596,0
-39.521996,-32.764507,0
76.44377,-22.73604,0
-34.66568,4.8082104,0
-38.105034,48.518253,0
-2.7678416,-51.520786,0
-65.251396,-5.6983337,0
-2.3862858,-42.363144,0
48.99134,-6.2809668,0
-3.014785,-33.05367,0
38.121002,-23.715439,0
45.117718,-41.768074,0
-33.6844,-59.318058,0
45.87514,-48.79644,0
-92.29966,18.104565,0
19.753782,65.79049,0
8.24989,24.980497,0
-43.38659,13.083812,0
53.478527,-38.1201,0
-12.785518,1.8716564,0
11.8649435,-89.804565,0
37.508118,18.043076,0
38.52136,8.620615,0
-40.38961,-12.522795,0
-13.186048,-36.10864,0
38.618332,50.908573,0
24.763313,-8.280531,0
11.492856,47.910694,0
69.50156,35.91969,0
86.3383,35.448772,0
33.737743,-19.963753,0
4.7984085,-68.38949,0
-15.519173,-28.16938,0
-5.6928496,28.49164,0
-52.491096,39.45637,0
-36.327908,15.876577,0
19.531721,66.932076,0
28.494722,23.091158,0
45.033978,-22.157526,0
35.530643,-27.74549,0
-17.702524,-54.431595,0
65.95623,0.62167805,0
57.55653,-41.379444,0
8.302965,-73.01251,0
26.79485,24.049412,0
-29.451654,44.129517,0
-21.346466,-80.21528,0
103.50742,-5.2710586,0
33.186943,-26.180674,0
74.57908,19.012089,0
-7.6182017,-55.225502,0
46.013775,-43.306976,0
-33.17242,71.6958,0
48.304638,-60.66159,0
-6.400185,-50.742966,0
-61.057316,45.153675,0
61.321556,6.9883804,0
12.924585,-24.002504,0
-36.685925,69.32302,0
-11.32832,33.06584,0
-8.85536,-21.654837,0
-44.00868,-47.117344,0
43.492188,-30.682692,0
12.95349,-34.568184,0
33.509403,5.0701156,0
61.594875,-1.0203592,0
-14.134214,71.87477,0
-51.647938,32.42202,0
-46.140194,33.37511,0
-30.13623,46.76865,0
20.22653,63.573486,0
1.7157937,-34.894653,0
-29.479368,-22.999514,0
73.17793,-22.703459,0
-23.275276,-25.594086,0
37.203224,-75.1581,0
-14.47534,-42.752644,0
34.426167,-18.378902,0
11.576655,-83.34869,0
37.547028,8.4986925,0
-6.389009,-50.795998,0
20.818619,-45.835926,0
-25.153944,-71.143105,0
67.00285,-1.9471179,0
-26.278095,-86.10045,0
50.337944,-44.344723,0
0.33092952,-42.167873,0
18.362314,63.38176,0
74.30111,-22.546345,0
48.80052,-13.056423,0
-32.755337,-57.13514,0
-33.316986,77.513885,0
56.17557,-6.59721,0
95.570984,15.228058,0
70.661835,-23.443338,0
1.3752608,-70.76822,0
-14.943014,-69.41731,0
-26.584051,-47.73577,0
-38.902905,58.810352,0
-15.058235,1.513093,0
90.05447,-26.885094,0
-20.252853,-0.9470325,0
-28.478474,-20.729633,0
84.16781,-24.905651,0
39.65465,-52.438095,0
62.822834,-6.196085,0
-2.9640348,24.307352,0
63.683784,5.401716,0
33.054214,6.170002,0
-34.15806,-52.245953,0
-34.78419,-51.66267,0
18.779638,-77.49619,0
-13.959698,-77.592834,0
-31.449232,-8.464058,0
55.697037,-13.974189,0
91.03248,-27.707699,0
86.395386,-22.336279,0
-31.241232,-60.78437,0
13.533026,5.3423004,0
68.3156,8.279822,0
21.942621,25.672144,0
87.811646,37.905838,0
-20.201454,-82.258194,0
58.739246,-41.668594,0
70.681526,2.0546463,0
20.626345,-80.38507,0
61.571373,-1.054038,0
-29.835623,51.186802,0
-12.651669,46.11022,0
47.394466,-58.49038,0
39.61743,50.73323,0
37.766872,16.218851,0
-35.001728,-16.983774,0
36.27205,-16.583776,0
43.32696,10.054669,0
-10.207889,-14.318735,0
-26.061588,-70.759705,0
-41.310226,-38.43531,0
40.38372,49.01504,0
-35.55857,-25.257603,0
-63.07237,-15.906281,0
7.9550934,-19.621414,0
46.475998,-27.13774,0
19.753782,65.79049,0
19.940063,9.466986,0
-37.167973,7.8453484,0
14.069491,21.370762,0
-14.355742,4.855537,0
103.94566,-3.9899495,0
58.67011,-17.265598,0
16.58213,-76.81383,0
66.11044,11.548465,0
-21.593561,-10.624202,0
-5.1214356,28.673578,0
15.417074,-5.1206155,0
-68.196304,9.590551,0
3.0177093,-21.298567,0
54.17312,-40.47149,0
-15.307904,-13.698777,0
6.727912,-4.678071,0
27.68954,-67.942635,0
-96.08043,13.824659,0
-29.97116,62.084023,0
-14.898425,58.50836,0
-44.568344,41.61025,0
-56.305428,-17.166393,0
-76.21403,-2.737635,0
70.05145,-1.265509,0
-41.181427,-13.920721,0
-10.587894,-14.619149,0
-26.884722,5.8607717,0
-13.399235,60.167522,0
-43.040695,-48.56695,0
-69.901,-5.233044,0
28.379587,-39.969948,0
58.168835,58.22159,0
-12.68482,2.837343,0
-39.569485,-30.97436,0
55.887333,19.591314,0
7.3572583,-79.959854,0
-9.408437,5.268511,0
14.573174,37.246483,0
-64.35957,1.8545024,0
29.977407,-2.3366573,0
-7.9685864,17.422201,0
20.863695,10.818771,0
7.7816033,-74.66326,0
-34.545856,57.298634,0
61.163902,43.819714,0
-90.731415,16.155878,0
19.753782,65.79049,0
-27.571959,-31.608702,0
5.1038523,6.7882853,0
-57.09277,35.108902,0
-5.4867706,-54.326473,0
53.14976,18.590496,0
3.1826885,-55.133427,0
26.39214,-31.250874,0
68.537964,-58.6104,0
-83.7346,9.511531,0
-35.332752,55.76516,0
3.3229017,22.567577,0
103.264,-9.347296,0
72.77717,-51.364075,0
-64.4944,-27.071865,0
-4.0924053,-23.342258,0
22.648045,-13.197638,0
-11.841854,17.631193,0
43.78107,-22.499268,0
-12.865996,-3.0300515,0
19.753782,65.79049,0
-25.567173,-73.89388,0
11.1405525,-8.077628,0
-41.030846,-45.61011,0
106.31975,-0.5642614,0
65.72829,-29.708822,0
-19.19545,18.353786,0
36.881958,0.006925113,0
-0.47603288,-56.022476,0
-40.61045,-43.43512,0
11.3450985,-39.030277,0
19.753782,65.79049,0
101.441025,11.024467,0
-40.943657,-57.0866,0
22.952219,-42.409637,0
-45.4516,26.860813,0
-72.236435,-29.176643,0
-16.862057,-60.3254,0
35.394054,-15.751893,0
-39.84428,-56.097424,0
69.20117,-0.7025568,0
11.008,-87.75922,0
-43.38356,-42.354588,0
-10.306894,-5.1354914,0
-10.576938,-14.875702,0
36.41954,-73.37808,0
-38.620773,-76.8562,0
44.294613,-48.617203,0
76.5482,-60.104954,0
0.14978872,-74.52719,0
-36.07458,58.478897,0
75.66748,-59.136272,0
53.49336,-37.37521,0
-13.718433,19.059782,0
19.66575,-31.297003,0
-36.99479,55.008774,0
-87.889175,21.37138,0
-3.9452944,29.04143,0
-71.95954,-7.7346215,0
-45.790863,32.862003,0
17.66394,-74.01328,0
104.167786,8.487648,0
-15.750108,22.126535,0
-69.73835,-4.658603,0
44.3529,-4.225244,0
-42.97084,36.1918,0
15.790619,-77.610214,0
4.7364883,-5.1026444,0
-20.792671,4.6143036,0
-33.564663,-44.33981,0
69.59769,36.789135,0
-11.76487,-14.584551,0
55.180645,8.058091,0
-35.73596,72.9145,0
18.759012,-77.45944,0
69.97012,-23.884586,0
30.988037,3.0656843,0
-39.49534,14.927224,0
-12.486209,-39.382515,0
74.525085,19.028519,0
6.038001,-4.167651,0
40.852524,-16.142313,0
-21.757923,61.356316,0
8.316423,-73.43134,0
19.753782,65.79049,0
39.277218,-22.37008,0
-20.869259,-42.556274,0
19.23857,64.262405,0
56.57792,-41.159817,0
29.999374,-1.7505528,0
-8.492373,-1.8133372,0
-29.23991,-65.255356,0
1.3502346,-35.49003,0
-30.582664,-14.130307,0
0.7410452,33.276157,0
5.043061,38.230827,0
90.587555,-27.58527,0
-61.27228,-18.410032,0
-40.710526,-31.472984,0
0.39825836,36.86473,0
-22.179638,56.84076,0
-30.8318,-64.069565,0
22.583605,2.6036234,0
51.620514,81.1735,1
-5.0242543,-25.3204,0
50.933956,-53.04462,0
-22.525074,1.3979172,0
68.78701,3.9211733,0
-27.819973,-68.21689,0
-28.002197,-65.86144,0
11.236198,16.316803,0
-5.552608,23.699223,0
-80.23461,17.82462,0
4.1638494,-7.0894685,0
-37.121773,-75.48825,0
-39.726433,4.839202,0
-67.32056,9.63307,0
65.30556,-0.9029161,0
-87.94581,-4.1238284,0
8.207121,-68.12626,0
-66.68964,14.28665,0
4.5562,11.463089,0
35.613026,-23.429726,0
19.23857,64.262405,0
60.03564,-12.259292,0
60.92295,-42.515347,0
50.89154,-53.903667,0
-25.027348,-68.97325,0
-0.69998014,-56.6156,0
-56.69486,45.017235,0
2.2383883,12.724208,0
12.793046,-31.792202,0
-43.35809,41.53708,0
-39.897038,-15.409526,0
44.28479,-29.408285,0
18.239447,-22.10874,0
-21.880281,14.658063,0
1.819828,-72.73223,0
-68.22193,-22.117676,0
55.436245,-12.122146,0
28.915737,-68.15899,0
-31.864964,-14.7465515,0
-71.815025,-25.341558,0
53.116222,-40.11005,0
62.953247,-43.69672,0
38.57426,-77.909325,0
16.6666,-47.733902,0
-31.770967,-6.1905413,0
87.65175,-26.069862,0
20.709143,-73.773315,0
65.036766,21.788078,0
-15.543345,11.417995,0
-37.28438,8.167741,0
36.737537,7.0164847,0
53.90114,-18.460537,0
-11.333005,34.75862,0
33.88378,-2.7697968,0
82.07482,-24.203508,0
-13.426134,72.451035,0
-30.64097,-81.67837,0
-25.945116,-50.279297,0
-86.43172,6.482338,0
79.75781,25.38492,0
39.61743,50.73323,0
51.620514,81.1735,1
-96.76894,14.128787,0
67.190605,-1.16765,0
-23.971508,-26.331352,0
-23.726059,-11.916277,0
-42.507885,46.063465,0
10.187945,-84.71062,0
33.8472,-70.60203,0
-77.51204,-13.853045,0
50.06187,-39.287117,0
-25.051565,-13.629239,0
-43.637676,20.515415,0
-19.834309,-27.937853,0
-7.615094,3.5801916,0
75.28539,14.541216,0
69.21143,-58.316868,0
9.931545,-83.79333,0
51.620514,81.1735,1
89.99952,34.340897,0
46.63131,-56.99881,0
1.5836328,57.69874,0
-27.878819,7.6812825,0
-3.5598304,-83.97392,0
-68.72265,2.805445,0
-17.618198,-81.812515,0
-20.290497,-11.872959,0
48.43407,79.983925,0
74.29185,18.991173,0
-38.980114,-46.941822,0
-23.816166,-7.513403,0
2.3608358,-8.859063,0
-36.42731,-39.373024,0
9.545945,-9.1876,0
-25.341707,-19.681381,0
82.07502,-24.202915,0
-35.115677,-45.243584,0
59.747456,-41.320282,0
1.3400694,13.314461,0
18.587084,5.1041303,0
-32.668427,77.68312,0
-57.925026,-17.870422,0
-37.733078,-37.32526,0
65.21184,-1.0785238,0
-31.657717,63.1288,0
-41.49002,-38.668846,0
35.06389,-10.296057,0
-40.272255,-7.7549376,0
60.80682,38.56385,0
-21.124111,61.042625,0
-31.747671,-9.963178,0
-20.925272,3.9259818,0
68.1662,-25.54011,0
-65.68934,-24.362583,0
-81.762924,-11.832606,0
-31.247732,-57.72612,0
-18.416796,-81.247284,0
7.7661195,-74.33032,0
18.703613,-81.96964,0
-84.72382,27.234856,0
37.56672,-76.01269,0
37.82729,-76.66731,0
-9.053525,28.121801,0
-18.391136,-75.81878,0
11.884627,17.700804,0
-39.01513,-13.955794,0
19.753782,65.79049,0
-18.19967,23.69368,0
-43.908806,10.525329,0
-13.645132,-14.290143,0
61.561333,45.22888,0
-54.292698,4.8022633,0
-61.95753,8.51316,0
-72.22336,-25.953602,0
31.91222,-2.6786468,0
72.43766,21.238136,0
102.14026,-0.51611775,0
-41.774723,14.25413,0
-28.561464,-34.851864,0
-55.530125,40.96292,0
-34.54073,-20.936317,0
26.899303,-10.445519,0
-40.04677,-28.35683,0
79.759285,25.390236,0
0.2548203,-37.57169,0
-0.0637315,10.5859,0
26.322617,-20.919395,0
27.599081,-40.40514,0
-40.786816,45.036484,0
59.978146,7.4410543,0
-87.32096,-9.345284,0
19.23857,64.262405,0
-37.29209,-48.49416,0
-13.864151,-84.19042,0
35.971874,-9.37408,0
-97.77974,10.660343,0
2.3722377,-42.513477,0
-94.65753,17.576582,0
-14.190435,-1.3688989,0
-25.237606,52.47939,0
-54.981476,46.144928,0
76.191574,-59.111755,0
83.32944,-24.61903,0
-22.56384,3.1274567,0
-43.14338,26.732784,0
50.804714,-52.60274,0
-6.7709036,43.833855,0
1.1885824,-79.46066,0
-14.084286,-77.903015,0
30.203787,18.235577,0
-33.600105,17.053528,0
35.370457,-72.03633,0
-36.764046,42.29788,0
-40.911297,-6.7178583,0
5.6917114,-18.880592,0
-24.913038,1.0598339,0
-17.286432,1.6785544,0
-17.735664,29.519468,0
-18.278255,13.372378,0
47.14279,10.315734,0
76.1368,-58.963943,0
14.797216,-32.935406,0
19.753782,65.79049,0
10.087439,-84.33445,0
-62.852863,45.643482,0
-22.922228,-10.24667,0
19.753782,65.79049,0
-36.466232,-20.9674,0
50.704067,-56.193813,0
61.52871,-42.891075,0
1.6938776,-49.963062,0
2.5072448,-33.77948,0
-79.11268,1.3910805,0
-27.34597,-40.36619,0
-36.960373,17.007864,0
18.206448,62.755497,0
-25.154795,-68.19253,0
-57.91843,14.706087,0
19.753782,65.79049,0
-36.75276,-25.923481,0
-62.178,44.761868,0
-3.2980366,-53.178825,0
-3.9074197,-25.198492,0
73.130196,-51.840923,0
-0.56944066,60.66642,0
-0.9992303,-76.14967,0
-88.613464,-1.6963935,0
-78.3875,28.671663,0
66.102875,15.545995,0
-17.161203,-60.57003,0
104.80527,-5.65749,0
69.045845,-33.286922,0
-6.9625936,-59.621048,0
-38.576794,-18.143469,0
-18.977169,-43.921047,0
34.257843,-33.11339,0
1.5824062,33.005985,0
-28.058527,10.758128,0
0.8747995,-33.743153,0
13.369663,38.26855,0
-31.412819,-73.37636,0
-35.81064,0.19214568,0
15.319185,-11.951531,0
-39.784325,-13.305927,0
70.41144,3.531636,0
-35.340034,-20.741362,0
75.87062,-59.76246,0
1.516981,-34.86282,0
-33.82264,-79.93063,0
-22.890879,62.149376,0
51.541557,-52.478233,0
14.559392,-7.4936857,0
-24.634726,-72.16916,0
-84.60446,-4.1916766,0
-26.820454,-82.76819,0
56.171925,-6.7411423,0
1.9238083,-2.3127632,0
44.72543,-61.242367,0
35.023552,-71.7588,0
-9.9890175,-16.078697,0
39.043335,-27.554605,0
-30.510475,-27.47578,0
10.622879,-86.35984,0
18.308498,63.35471,0
-28.864414,-80.06828,0
14.15822,-32.50678,0
-16.469294,25.64634,0
46.31084,-19.357872,0
11.283484,-88.49535,0
15.299754,-32.47747,0
-1.8598135,-27.830008,0
-40.130848,19.395254,0
-36.239155,-25.401697,0
-37.20364,7.922031,0
18.206448,62.755497,0
22.454607,9.59731,0
90.58281,-27.319204,0
25.645884,-35.262577,0
81.18558,-23.939104,0
-33.49241,23.142317,0
38.01481,-77.48251,0
-16.61701,-56.697853,0
98.03092,13.205623,0
-0.9047048,-85.6685,0
40.613808,-16.124195,0
-27.205904,-49.950138,0
-20.776949,-42.44216,0
-11.307795,6.510783,0
75.55978,-57.90125,0
-11.222629,-58.242138,0
40.558643,-55.69093,0
3.5499396,22.374022,0
39.066757,52.092705,0
45.94787,-43.032738,0
3.9212284,26.490692,0
-32.10554,53.73191,0
62.540073,13.736776,0
70.1518,3.5446029,0
-65.51679,-26.340101,0
-75.38668,-24.920437,0
64.65729,20.004143,0
-86.53106,-5.5710583,0
78.47323,-23.116716,0
89.76904,33.174423,0
-30.695772,68.812836,0
-3.4670832,67.37721,0
-30.602392,-65.613945,0
7.552977,-73.846954,0
32.434086,-32.215794,0
-17.957685,13.261496,0
-86.32246,21.7986,0
-34.21954,21.668316,0
-15.520849,-87.4436,0
81.42006,-23.103195,0
25.27763,-0.8134101,0
19.0284,62.845448,0
-15.506849,-87.49984,0
-84.56828,1.8466752,0
-89.47758,39.559055,0
-21.07363,37.011417,0
55.623783,-6.2961965,0
0.43385974,-83.70944,0
-40.151436,15.769692,0
87.348816,35.60253,0
3.1362884,-34.38157,0
-23.692162,-75.232635,0
-40.702763,-11.350191,0
19.23857,64.262405,0
14.843341,-21.415615,0
90.8816,-27.583874,0
86.48591,-25.61586,0
2.1879554,22.567871,0
-21.990778,-40.905174,0
67.98319,-46.267475,0
26.01471,-31.62469,0
-91.24629,17.874855,0
-40.903885,-57.079834,0
-20.020884,14.39223,0
55.180607,7.9622517,0
56.99401,-4.6743264,0
-9.303043,-14.241351,0
-30.282099,-5.7574286,0
75.78998,-22.680468,0
-1.0032282,5.098295,0
